Gene,chr,start,end
Gene_1922,chr02,508464,512105
Gene_1923,chr02,545397,546094
Gene_1924,chr02,546730,547923
Gene_1925,chr02,548346,550535
Gene_1926,chr02,551259,552187
Gene_1927,chr02,552481,554701
Gene_1928,chr02,555315,555624
Gene_1929,chr02,558823,559652
Gene_1930,chr02,559736,561676
Gene_1931,chr02,562460,564135
Gene_1932,chr02,564856,568046
Gene_1933,chr02,568245,569127
Gene_1934,chr02,570088,571810
Gene_1935,chr02,573798,576730
Gene_1936,chr02,577700,580048
Gene_1937,chr02,581248,583503
Gene_1938,chr02,634183,634911
Gene_1939,chr02,701782,705545
Gene_1940,chr02,734888,736702
Gene_1941,chr02,737539,738877
Gene_1942,chr02,739555,740773
Gene_1943,chr02,741347,742318
Gene_1944,chr02,743418,747052
Gene_1945,chr02,747398,750283
Gene_1946,chr02,750908,752046
Gene_1947,chr02,753103,753766
Gene_1948,chr02,755745,758544
Gene_1949,chr02,762332,763853
Gene_1950,chr02,765090,765569
Gene_1951,chr02,766358,767854
Gene_1952,chr02,769297,769792
Gene_1953,chr02,788822,789778
Gene_1954,chr02,790108,791839
Gene_1955,chr02,792485,794720
Gene_1956,chr02,795760,797062
Gene_1957,chr02,797608,798770
Gene_1958,chr02,799374,800129
Gene_1959,chr02,802309,805249
Gene_1960,chr02,808469,809312
Gene_1961,chr02,810014,810568
Gene_1962,chr02,811912,812952
Gene_1963,chr02,817168,818804
Gene_1964,chr02,819673,823728
Gene_1965,chr02,831403,832302
Gene_1966,chr02,832469,835545
Gene_1967,chr02,836334,838097
Gene_1968,chr02,914915,918739
Gene_1969,chr02,920557,922236
Gene_1970,chr02,954714,956373
Gene_1971,chr02,956750,957594
Gene_1972,chr02,957994,959424
Gene_1973,chr02,962656,962989
Gene_1974,chr02,965224,967469
Gene_1975,chr02,967634,969862
Gene_1976,chr02,971740,973461
Gene_1977,chr02,976023,977148
Gene_1978,chr02,977718,978739
Gene_1979,chr02,979823,981008
Gene_1980,chr02,981326,983513
Gene_1981,chr02,984446,987131
Gene_1982,chr02,990156,991233
Gene_1983,chr02,991635,994695
Gene_1984,chr02,995069,1000687
Gene_1985,chr02,1001104,1004176
Gene_1986,chr02,1004817,1006601
Gene_1987,chr02,1007691,1009580
Gene_1988,chr02,1013305,1015713
Gene_1989,chr02,1016077,1016845
Gene_1990,chr02,1017116,1018757
Gene_1991,chr02,1020377,1020842
Gene_1992,chr02,1023635,1026906
Gene_1993,chr02,1027797,1029465
Gene_1994,chr02,1049202,1049901
Gene_1995,chr02,1051230,1052411
Gene_1996,chr02,1052471,1053227
Gene_1997,chr02,1053729,1054242
Gene_1998,chr02,1055207,1056736
Gene_1999,chr02,1058289,1059147
Gene_2000,chr02,1060082,1061438
Gene_2001,chr02,1063919,1072871
Gene_2002,chr02,1074843,1076670
Gene_2003,chr02,1078157,1080342
Gene_2004,chr02,1081199,1083624
Gene_2005,chr02,1085155,1087305
Gene_2006,chr02,1087879,1088861
Gene_2007,chr02,1093033,1096595
Gene_2008,chr02,1098383,1099961
Gene_2009,chr02,1100405,1101299
Gene_2010,chr02,1103091,1104607
Gene_2011,chr02,1104809,1105994
Gene_2012,chr02,1106645,1107968
Gene_2013,chr02,1109614,1112775
Gene_2014,chr02,1116372,1118237
Gene_2015,chr02,1119414,1120726
Gene_2016,chr02,1121706,1125413
Gene_2017,chr02,1125616,1126097
Gene_2018,chr02,1127472,1127856
Gene_2019,chr02,1128773,1129298
Gene_2020,chr02,1130439,1132924
Gene_2021,chr02,1133961,1136103
Gene_2022,chr02,1137507,1138983
Gene_2023,chr02,1139487,1140493
Gene_2024,chr02,1146651,1155453
Gene_2025,chr02,1156347,1156788
Gene_2026,chr02,1157024,1157891
Gene_2027,chr02,1158272,1159408
Gene_2028,chr02,1160110,1161803
Gene_2029,chr02,1164466,1165130
Gene_2030,chr02,1166390,1169679
Gene_2031,chr02,1170534,1172495
Gene_2032,chr02,1172922,1174286
Gene_2033,chr02,1174996,1176706
Gene_2034,chr02,1188118,1191656
Gene_2035,chr02,1213490,1217925
Gene_2036,chr02,1218317,1219562
Gene_2037,chr02,1220080,1221448
Gene_2038,chr02,1221866,1222976
Gene_2039,chr02,1225200,1226343
Gene_2040,chr02,1231654,1232969
Gene_2041,chr02,1233817,1236549
Gene_2042,chr02,1237181,1239031
Gene_2043,chr02,1240033,1242109
Gene_2044,chr02,1243302,1246639
Gene_2045,chr02,1251902,1253972
Gene_2046,chr02,1254603,1255536
Gene_2047,chr02,1255930,1258096
Gene_2048,chr02,1258487,1261660
Gene_2049,chr02,1261896,1264667
Gene_2050,chr02,1265327,1265886
Gene_2051,chr02,1266557,1268578
Gene_2052,chr02,1269262,1272052
Gene_2053,chr02,1272155,1273011
Gene_2054,chr02,1273359,1274835
Gene_2055,chr02,1275810,1276611
Gene_2056,chr02,1276776,1277566
Gene_2057,chr02,1282403,1284424
Gene_2058,chr02,1284847,1285682
Gene_2059,chr02,1295875,1298212
Gene_2060,chr02,1298672,1300973
Gene_2061,chr02,1305013,1306260
Gene_2062,chr02,1306784,1307579
Gene_2063,chr02,1308041,1308770
Gene_2064,chr02,1309122,1309591
Gene_2065,chr02,1310643,1312539
Gene_2066,chr02,1313687,1314117
Gene_2067,chr02,1314279,1314816
Gene_2068,chr02,1315597,1316734
Gene_2069,chr02,1317362,1319168
Gene_2070,chr02,1320008,1322101
Gene_2071,chr02,1326642,1328097
Gene_2072,chr02,1329213,1330225
Gene_2073,chr02,1331137,1333265
Gene_2074,chr02,1333925,1335713
Gene_2075,chr02,1336152,1337446
Gene_2076,chr02,1337708,1338815
Gene_2077,chr02,1340962,1343621
Gene_2078,chr02,1344088,1345988
Gene_2079,chr02,1348137,1349496
Gene_2080,chr02,1350230,1352045
Gene_2081,chr02,1352143,1352771
Gene_2082,chr02,1353489,1355647
Gene_2083,chr02,1355928,1356840
Gene_2084,chr02,1356976,1360435
Gene_2085,chr02,1361399,1363813
Gene_2086,chr02,1364366,1365558
Gene_2087,chr02,1367380,1367807
Gene_2088,chr02,1368472,1369894
Gene_2089,chr02,1372467,1374318
Gene_2090,chr02,1424553,1426132
Gene_2091,chr02,1427180,1427809
Gene_2092,chr02,1428441,1430004
Gene_2093,chr02,1433443,1434173
Gene_2094,chr02,1435126,1435787
Gene_2095,chr02,1436511,1437302
Gene_2096,chr02,1438421,1439904
Gene_2097,chr02,1440814,1442272
Gene_2098,chr02,1442888,1444817
Gene_2099,chr02,1445078,1445844
Gene_2100,chr02,1447930,1448461
Gene_2101,chr02,1449363,1449886
Gene_2102,chr02,1451186,1455000
Gene_2103,chr02,1455351,1456644
Gene_2104,chr02,1457053,1460203
Gene_2105,chr02,1462622,1464696
Gene_2106,chr02,1465534,1469166
Gene_2107,chr02,1469855,1470233
Gene_2108,chr02,1485204,1486695
Gene_2109,chr02,1487257,1488673
Gene_2110,chr02,1489330,1491403
Gene_2111,chr02,1493686,1499047
Gene_2112,chr02,1500122,1501801
Gene_2113,chr02,1502330,1502999
Gene_2114,chr02,1504257,1504949
Gene_2115,chr02,1505788,1507540
Gene_2116,chr02,1508696,1509732
Gene_2117,chr02,1512138,1513347
Gene_2118,chr02,1513730,1514850
Gene_2119,chr02,1516267,1517579
Gene_2120,chr02,1519052,1521708
Gene_2121,chr02,1524827,1526410
Gene_2122,chr02,1527734,1528384
Gene_2123,chr02,1529349,1533538
Gene_2124,chr02,1534048,1534380
Gene_2125,chr02,1535114,1536050
Gene_2126,chr02,1536267,1537828
Gene_2127,chr02,1539892,1541754
Gene_2128,chr02,1542899,1543641
Gene_2129,chr02,1544290,1544940
Gene_2130,chr02,1545829,1547097
Gene_2131,chr02,1547766,1548762
Gene_2132,chr02,1550159,1553812
Gene_2133,chr02,1554867,1556595
Gene_2134,chr02,1568960,1570214
Gene_2135,chr02,1572866,1575053
Gene_2136,chr02,1576517,1581636
Gene_2137,chr02,1584370,1588067
Gene_2138,chr02,1588662,1589768
Gene_2139,chr02,1591342,1593234
Gene_2140,chr02,1593415,1593887
Gene_2141,chr02,1594522,1595529
Gene_2142,chr02,1596303,1597541
Gene_2143,chr02,1600418,1602231
Gene_2144,chr02,1607423,1608819
Gene_2145,chr02,1617430,1617533
Gene_2146,chr02,1618784,1619557
Gene_2147,chr02,1620699,1621650
Gene_2148,chr02,1623370,1624759
Gene_2149,chr02,1625672,1626611
Gene_2150,chr02,1627311,1628847
Gene_2151,chr02,1630847,1632281
Gene_2152,chr02,1633298,1634099
Gene_2153,chr02,1634467,1636133
Gene_2154,chr02,1636548,1639172
Gene_2155,chr02,1639954,1641445
Gene_2156,chr02,1643497,1647836
Gene_2157,chr02,1648855,1650762
Gene_2158,chr02,1652275,1652356
Gene_2159,chr02,1653329,1657068
Gene_2160,chr02,1658115,1658868
Gene_2161,chr02,1659682,1660776
Gene_2162,chr02,1661399,1664914
Gene_2163,chr02,1666391,1666834
Gene_2164,chr02,1667891,1668829
Gene_2165,chr02,1669644,1671279
Gene_2166,chr02,1743858,1744837
Gene_2167,chr02,1746482,1747727
Gene_2168,chr02,1749115,1750346
Gene_2169,chr02,1751815,1754590
Gene_2170,chr02,1757818,1758670
Gene_2171,chr02,1761225,1762707
Gene_2172,chr02,1763726,1764937
Gene_2173,chr02,1765424,1767880
Gene_2174,chr02,1768846,1770955
Gene_2175,chr02,1771807,1773595
Gene_2176,chr02,1774923,1777118
Gene_2177,chr02,1778942,1781560
Gene_2178,chr02,1781909,1782295
Gene_2179,chr02,1783928,1784636
Gene_2180,chr02,1785308,1787855
Gene_2181,chr02,1789463,1792031
Gene_2182,chr02,1794961,1796523
Gene_2183,chr02,1802658,1808077
Gene_2184,chr02,1809075,1810554
Gene_2185,chr02,1810890,1812175
Gene_2186,chr02,1812681,1814388
Gene_2187,chr02,1814653,1815760
Gene_2188,chr02,1815961,1818171
Gene_2189,chr02,1819393,1822880
Gene_2190,chr02,1825112,1826607
Gene_2191,chr02,1827324,1827648
Gene_2192,chr02,1828624,1829752
Gene_2193,chr02,1830214,1832962
Gene_2194,chr02,1834045,1834751
Gene_2195,chr02,1835101,1835921
Gene_2196,chr02,1836682,1839788
Gene_2197,chr02,1840298,1842083
Gene_2198,chr02,1842388,1843774
Gene_2199,chr02,1844335,1845591
Gene_2200,chr02,1846114,1849708
Gene_2201,chr02,1850256,1850728
Gene_2202,chr02,1851150,1852496
Gene_2203,chr02,1854866,1858343
Gene_2204,chr02,1859022,1859914
Gene_2205,chr02,1861293,1863787
Gene_2206,chr02,1867080,1867491
Gene_2207,chr02,1867827,1870846
Gene_2208,chr02,1872134,1872645
Gene_2209,chr02,1873600,1874815
Gene_2210,chr02,1876619,1876713
Gene_2211,chr02,1877608,1879783
Gene_2212,chr02,1886926,1887694
Gene_2213,chr02,1888758,1890360
Gene_2214,chr02,1891130,1892292
Gene_2215,chr02,1893022,1893120
Gene_2216,chr02,1894113,1894207
Gene_2217,chr02,1895298,1898130
Gene_2218,chr02,1899310,1902200
Gene_2219,chr02,1905869,1907192
Gene_2220,chr02,1908476,1909867
Gene_2221,chr02,1911043,1911434
Gene_2222,chr02,1916820,1918242
Gene_2223,chr02,1918991,1919957
Gene_2224,chr02,1922255,1922753
Gene_2225,chr02,1923309,1923732
Gene_2226,chr02,1924373,1927980
Gene_2227,chr02,1929254,1934091
Gene_2228,chr02,1934619,1935336
Gene_2229,chr02,1935702,1937844
Gene_2230,chr02,1938113,1940082
Gene_2231,chr02,1941353,1942919
Gene_2232,chr02,1943528,1945474
Gene_2233,chr02,1946129,1947629
Gene_2234,chr02,1947933,1948842
Gene_2235,chr02,1949725,1950999
Gene_2236,chr02,1951564,1954223
Gene_2237,chr02,1954852,1958473
Gene_2238,chr02,1960869,1961995
Gene_2239,chr02,1962720,1963146
Gene_2240,chr02,1963465,1965802
Gene_2241,chr02,1967463,1969760
Gene_2242,chr02,1970449,1973151
Gene_2243,chr02,1973708,1974482
Gene_2244,chr02,1975014,1976892
Gene_2245,chr02,1977274,1980175
Gene_2246,chr02,1981901,1985502
Gene_2247,chr02,1985761,1986270
Gene_2248,chr02,1986418,1986803
Gene_2249,chr02,1987311,1989681
Gene_2250,chr02,1995444,1997145
Gene_2251,chr02,1998710,2003263
Gene_2252,chr02,2006371,2007428
Gene_2253,chr02,2008597,2010307
Gene_2254,chr02,2011225,2011313
Gene_2255,chr02,2011778,2012620
Gene_2256,chr02,2013027,2014254
Gene_2257,chr02,2015174,2016933
Gene_2258,chr02,2017155,2017461
Gene_2259,chr02,2021646,2022612
Gene_2260,chr02,2023129,2026703
Gene_2261,chr02,2028797,2029068
Gene_2262,chr02,2030501,2031789
Gene_2263,chr02,2032333,2032999
Gene_2264,chr02,2038002,2039366
Gene_2265,chr02,2046640,2048607
Gene_2266,chr02,2049594,2051823
Gene_2267,chr02,2052371,2054840
Gene_2268,chr02,2056361,2058427
Gene_2269,chr02,2059902,2062087
Gene_2270,chr02,2062964,2064891
Gene_2271,chr02,2066519,2067329
Gene_2272,chr02,2068281,2073122
Gene_2273,chr02,2075922,2078276
Gene_2274,chr02,2079412,2080864
Gene_2275,chr02,2081569,2084107
Gene_2276,chr02,2084984,2086514
Gene_2277,chr02,2087211,2088748
Gene_2278,chr02,2089338,2093698
Gene_2279,chr02,2094506,2095884
Gene_2280,chr02,2096716,2097303
Gene_2281,chr02,2097639,2098283
Gene_2282,chr02,2098733,2100223
Gene_2283,chr02,2100906,2105388
Gene_2284,chr02,2105758,2106557
Gene_2285,chr02,2107165,2108170
Gene_2286,chr02,2108446,2108520
Gene_2287,chr02,2109469,2111480
Gene_2288,chr02,2111534,2113506
Gene_2289,chr02,2113560,2115003
Gene_2290,chr02,2115538,2117697
Gene_2291,chr02,2118584,2119550
Gene_2292,chr02,2120250,2122491
Gene_2293,chr02,2122840,2130105
Gene_2294,chr02,2130470,2131403
Gene_2295,chr02,2144858,2146259
Gene_2296,chr02,2146532,2148012
Gene_2297,chr02,2148582,2150586
Gene_2298,chr02,2150863,2153006
Gene_2299,chr02,2153474,2157132
Gene_2300,chr02,2158460,2160230
Gene_2301,chr02,2160595,2162233
Gene_2302,chr02,2162745,2164948
Gene_2303,chr02,2165448,2167517
Gene_2304,chr02,2171399,2172839
Gene_2305,chr02,2178187,2180042
Gene_2306,chr02,2180164,2180594
Gene_2307,chr02,2184146,2185782
Gene_2308,chr02,2186189,2189180
Gene_2309,chr02,2192574,2194804
Gene_2310,chr02,2196277,2199651
Gene_2311,chr02,2199993,2202532
Gene_2312,chr02,2203479,2204718
Gene_2313,chr02,2206641,2208516
Gene_2314,chr02,2211783,2213325
Gene_2315,chr02,2213593,2213675
Gene_2316,chr02,2214115,2221658
Gene_2317,chr02,2223989,2227407
Gene_2318,chr02,2229101,2229734
Gene_2319,chr02,2230943,2232137
Gene_2320,chr02,2232394,2235328
Gene_2321,chr02,2235921,2238079
Gene_2322,chr02,2239206,2246259
Gene_2323,chr02,2248038,2249000
Gene_2324,chr02,2250068,2250505
Gene_2325,chr02,2252114,2253014
Gene_2326,chr02,2255839,2259402
Gene_2327,chr02,2259630,2262804
Gene_2328,chr02,2264014,2264147
Gene_2329,chr02,2265035,2265109
Gene_2330,chr02,2266930,2267619
Gene_2331,chr02,2268690,2271376
Gene_2332,chr02,2276740,2277126
Gene_2333,chr02,2280142,2281179
Gene_2334,chr02,2281418,2282755
Gene_2335,chr02,2283302,2284852
Gene_2336,chr02,2285575,2286161
Gene_2337,chr02,2286768,2288617
Gene_2338,chr02,2289265,2290342
Gene_2339,chr02,2290770,2292670
Gene_2340,chr02,2296172,2298692
Gene_2341,chr02,2300305,2301570
Gene_2342,chr02,2301968,2302767
Gene_2343,chr02,2303229,2303629
Gene_2344,chr02,2303921,2304390
Gene_2345,chr02,2304784,2305858
Gene_2346,chr02,2306136,2306781
Gene_2347,chr02,2310136,2311796
Gene_2348,chr02,2312072,2312900
Gene_2349,chr02,2312990,2313409
Gene_2350,chr02,2314731,2315193
Gene_2351,chr02,2315962,2316381
Gene_2352,chr02,2317430,2318435
Gene_2353,chr02,2319138,2323647
Gene_2354,chr02,2333209,2333913
Gene_2355,chr02,2334731,2335522
Gene_2356,chr02,2336100,2337174
Gene_2357,chr02,2337617,2338140
Gene_2358,chr02,2339032,2339483
Gene_2359,chr02,2340536,2341937
Gene_2360,chr02,2342610,2343174
Gene_2361,chr02,2343929,2345594
Gene_2362,chr02,2345885,2348949
Gene_2363,chr02,2349453,2350015
Gene_2364,chr02,2350519,2351353
Gene_2365,chr02,2352103,2357478
Gene_2366,chr02,2359512,2361074
Gene_2367,chr02,2362660,2363845
Gene_2368,chr02,2364994,2366359
Gene_2369,chr02,2366669,2367157
Gene_2370,chr02,2368074,2369753
Gene_2371,chr02,2370505,2383114
Gene_2372,chr02,2383967,2384375
Gene_2373,chr02,2385466,2386449
Gene_2374,chr02,2387475,2390127
Gene_2375,chr02,2391077,2391161
Gene_2376,chr02,2391523,2391605
Gene_2377,chr02,2391957,2392424
Gene_2378,chr02,2392805,2394845
Gene_2379,chr02,2395619,2396538
Gene_2380,chr02,2397418,2400682
Gene_2381,chr02,2401511,2408781
Gene_2382,chr02,2409230,2416940
Gene_2383,chr02,2417551,2418732
Gene_2384,chr02,2421707,2422536
Gene_2385,chr02,2423362,2423657
Gene_2386,chr02,2423838,2426393
Gene_2387,chr02,2426890,2428148
Gene_2388,chr02,2428340,2429161
Gene_2389,chr02,2429724,2430961
Gene_2390,chr02,2431338,2433687
Gene_2391,chr02,2433961,2435092
Gene_2392,chr02,2435635,2437434
Gene_2393,chr02,2440818,2442863
Gene_2394,chr02,2444484,2445426
Gene_2395,chr02,2447463,2447554
Gene_2396,chr02,2449228,2451333
Gene_2397,chr02,2455826,2460322
Gene_2398,chr02,2460540,2460964
Gene_2399,chr02,2461487,2461559
Gene_2400,chr02,2462150,2463704
Gene_2401,chr02,2464535,2468801
Gene_2402,chr02,2470321,2473029
Gene_2403,chr02,2474240,2479083
Gene_2404,chr02,2479403,2481485
Gene_2405,chr02,2481684,2482798
Gene_2406,chr02,2484373,2485297
Gene_2407,chr02,2485730,2486349
Gene_2408,chr02,2616986,2618514
Gene_2409,chr02,2619911,2620967
Gene_2410,chr02,2621199,2621931
Gene_2411,chr02,2622243,2623416
Gene_2412,chr02,2623766,2624413
Gene_2413,chr02,2624803,2626360
Gene_2414,chr02,2626920,2629144
Gene_2415,chr02,2630051,2630447
Gene_2416,chr02,2632492,2633746
Gene_2417,chr02,2634527,2638900
Gene_2418,chr02,2640573,2643264
Gene_2419,chr02,2643609,2644106
Gene_2420,chr02,2644676,2645725
Gene_2421,chr02,2646287,2647046
Gene_2422,chr02,2647459,2650084
Gene_2423,chr02,2650906,2654375
Gene_2424,chr02,2654841,2659236
Gene_2425,chr02,2660654,2665076
Gene_2426,chr02,2665214,2666781
Gene_2427,chr02,2667294,2670260
Gene_2428,chr02,2670863,2672149
Gene_2429,chr02,2672301,2673317
Gene_2430,chr02,2673636,2674824
Gene_2431,chr02,2675109,2676432
Gene_2432,chr02,2676632,2678504
Gene_2433,chr02,2678870,2679328
Gene_2434,chr02,2680177,2681888
Gene_2435,chr02,2681983,2684604
Gene_2436,chr02,2685057,2689973
Gene_2437,chr02,2690531,2690620
Gene_2438,chr02,2690819,2691442
Gene_2439,chr02,2691745,2694581
Gene_2440,chr02,2698376,2700210
Gene_2441,chr02,2700953,2703785
Gene_2442,chr02,2704690,2705686
Gene_2443,chr02,2706408,2707013
Gene_2444,chr02,2707181,2707975
Gene_2445,chr02,2708966,2709866
Gene_2446,chr02,2710693,2711272
Gene_2447,chr02,2711499,2712079
Gene_2448,chr02,2713231,2713897
Gene_2449,chr02,2715589,2717073
Gene_2450,chr02,2720792,2722771
Gene_2451,chr02,2723085,2723534
Gene_2452,chr02,2723727,2724137
Gene_2453,chr02,2726110,2726825
Gene_2454,chr02,2727954,2729731
Gene_2455,chr02,2730361,2732584
Gene_2456,chr02,2733376,2735949
Gene_2457,chr02,2736087,2737743
Gene_2458,chr02,2738819,2741206
Gene_2459,chr02,2741670,2743178
Gene_2460,chr02,2743614,2745159
Gene_2461,chr02,2745520,2747203
Gene_2462,chr02,2749011,2750697
Gene_2463,chr02,2779817,2782692
Gene_2464,chr02,2785677,2787360
Gene_2465,chr02,2788030,2789211
Gene_2466,chr02,2789586,2790962
Gene_2467,chr02,2791523,2792020
Gene_2468,chr02,2793069,2794745
Gene_2469,chr02,2795159,2797171
Gene_2470,chr02,2799737,2801063
Gene_2471,chr02,2801443,2803705
Gene_2472,chr02,2803878,2804466
Gene_2473,chr02,2805907,2811318
Gene_2474,chr02,2812291,2813409
Gene_2475,chr02,2814126,2817105
Gene_2476,chr02,2817288,2818669
Gene_2477,chr02,2819753,2820918
Gene_2478,chr02,2822214,2823576
Gene_2479,chr02,2824424,2825480
Gene_2480,chr02,2826142,2828120
Gene_2481,chr02,2828675,2829326
Gene_2482,chr02,2829796,2833429
Gene_2483,chr02,2833722,2834214
Gene_2484,chr02,2835592,2836311
Gene_2485,chr02,2836854,2838494
Gene_2486,chr02,2839564,2841598
Gene_2487,chr02,2843404,2846289
Gene_2488,chr02,2849100,2851083
Gene_2489,chr02,2852046,2853341
Gene_2490,chr02,2853796,2855671
Gene_2491,chr02,2856215,2858402
Gene_2492,chr02,2863205,2864893
Gene_2493,chr02,2865828,2868209
Gene_2494,chr02,2868957,2870590
Gene_2495,chr02,2871173,2871850
Gene_2496,chr02,2872218,2873851
Gene_2497,chr02,2875154,2877180
Gene_2498,chr02,2877370,2877996
Gene_2499,chr02,2878435,2881965
Gene_2500,chr02,2883361,2885550
Gene_2501,chr02,2885711,2886728
Gene_2502,chr02,2888781,2890819
Gene_2503,chr02,2891412,2892225
Gene_2504,chr02,2931292,2933125
Gene_2505,chr02,2933824,2934373
Gene_2506,chr02,2934692,2935545
Gene_2507,chr02,2937062,2938465
Gene_2508,chr02,2939004,2939766
Gene_2509,chr02,2940229,2942065
Gene_2510,chr02,2942950,2946711
Gene_2511,chr02,2947946,2950724
Gene_2512,chr02,2954721,2957014
Gene_2513,chr02,2960403,2960919
Gene_2514,chr02,2961572,2964072
Gene_2515,chr02,2965308,2966466
Gene_2516,chr02,2966637,2969612
Gene_2517,chr02,2970146,2970491
Gene_2518,chr02,2972317,2974383
Gene_2519,chr02,2975361,2976271
Gene_2520,chr02,2993541,2999072
Gene_2521,chr02,2999432,3000274
Gene_2522,chr02,3000801,3002878
Gene_2523,chr02,3003097,3004517
Gene_2524,chr02,3005038,3006351
Gene_2525,chr02,3007337,3008242
Gene_2526,chr02,3010434,3012352
Gene_2527,chr02,3012740,3013125
Gene_2528,chr02,3014995,3017513
Gene_2529,chr02,3017955,3018040
Gene_2530,chr02,3018921,3018995
Gene_2531,chr02,3019539,3021502
Gene_2532,chr02,3022341,3023100
Gene_2533,chr02,3023317,3024542
Gene_2534,chr02,3025447,3026094
Gene_2535,chr02,3027197,3029653
Gene_2536,chr02,3030547,3032062
Gene_2537,chr02,3032562,3033486
Gene_2538,chr02,3033957,3035770
Gene_2539,chr02,3037122,3037253
Gene_2540,chr02,3037441,3038706
Gene_2541,chr02,3040515,3042552
Gene_2542,chr02,3042637,3044497
Gene_2543,chr02,3045215,3045541
Gene_2544,chr02,3048484,3051808
Gene_2545,chr02,3052556,3053577
Gene_2546,chr02,3055379,3055721
Gene_2547,chr02,3056628,3057815
Gene_2548,chr02,3058946,3061057
Gene_2549,chr02,3061949,3065775
Gene_2550,chr02,3066131,3067664
Gene_2551,chr02,3069718,3071207
Gene_2552,chr02,3072408,3073105
Gene_2553,chr02,3073887,3075391
Gene_2554,chr02,3077328,3078886
Gene_2555,chr02,3080243,3081415
Gene_2556,chr02,3083022,3086590
Gene_2557,chr02,3087269,3092746
Gene_2558,chr02,3105112,3106888
Gene_2559,chr02,3107702,3108226
Gene_2560,chr02,3108903,3109677
Gene_2561,chr02,3110424,3111446
Gene_2562,chr02,3113405,3116157
Gene_2563,chr02,3116384,3116813
Gene_2564,chr02,3117272,3118996
Gene_2565,chr02,3120012,3121491
Gene_2566,chr02,3122020,3125525
Gene_2567,chr02,3146049,3147789
Gene_2568,chr02,3152390,3153206
Gene_2569,chr02,3154140,3158659
Gene_2570,chr02,3159268,3160438
Gene_2571,chr02,3161130,3165243
Gene_2572,chr02,3165631,3165940
Gene_2573,chr02,3167407,3173610
Gene_2574,chr02,3174222,3178493
Gene_2575,chr02,3182156,3184216
Gene_2576,chr02,3185041,3185458
Gene_2577,chr02,3185605,3186139
Gene_2578,chr02,3186426,3187380
Gene_2579,chr02,3189585,3189680
Gene_2580,chr02,3190122,3192907
Gene_2581,chr02,3193400,3194479
Gene_2582,chr02,3195157,3196115
Gene_2583,chr02,3196303,3197256
Gene_2584,chr02,3197610,3201853
Gene_2585,chr02,3202641,3204577
Gene_2586,chr02,3205378,3205775
Gene_2587,chr02,3207419,3208085
Gene_2588,chr02,3208233,3209598
Gene_2589,chr02,3211053,3212364
Gene_2590,chr02,3212978,3225412
Gene_2591,chr02,3225974,3228054
Gene_2592,chr02,3228389,3229358
Gene_2593,chr02,3233965,3235193
Gene_2594,chr02,3236146,3237676
Gene_2595,chr02,3239060,3239987
Gene_2596,chr02,3240250,3240621
Gene_2597,chr02,3241187,3242252
Gene_2598,chr02,3242470,3245593
Gene_2599,chr02,3245974,3246074
Gene_2600,chr02,3246881,3247703
Gene_2601,chr02,3248115,3251700
Gene_2602,chr02,3253175,3257418
Gene_2603,chr02,3258162,3259558
Gene_2604,chr02,3261665,3264135
Gene_2605,chr02,3264896,3266829
Gene_2606,chr02,3267972,3268849
Gene_2607,chr02,3269967,3273594
Gene_2608,chr02,3275453,3276957
Gene_2609,chr02,3278589,3278895
Gene_2610,chr02,3279265,3280381
Gene_2611,chr02,3281177,3282408
Gene_2612,chr02,3282688,3283719
Gene_2613,chr02,3285197,3286360
Gene_2614,chr02,3287147,3288541
Gene_2615,chr02,3288899,3290792
Gene_2616,chr02,3292418,3292975
Gene_2617,chr02,3293996,3296254
Gene_2618,chr02,3298954,3299797
Gene_2619,chr02,3319657,3320301
Gene_2620,chr02,3320869,3321619
Gene_2621,chr02,3321955,3322747
Gene_2622,chr02,3323146,3324789
Gene_2623,chr02,3325252,3326849
Gene_2624,chr02,3327283,3328018
Gene_2625,chr02,3328619,3328752
Gene_2626,chr02,3330927,3331513
Gene_2627,chr02,3332051,3332887
Gene_2628,chr02,3333475,3337290
Gene_2629,chr02,3338000,3339368
Gene_2630,chr02,3339891,3341208
Gene_2631,chr02,3342974,3344559
Gene_2632,chr02,3345728,3348094
Gene_2633,chr02,3348412,3350420
Gene_2634,chr02,3351032,3352077
Gene_2635,chr02,3352311,3353637
Gene_2636,chr02,3355725,3357447
Gene_2637,chr02,3358493,3359521
Gene_2638,chr02,3361134,3362887
Gene_2639,chr02,3363668,3365668
Gene_2640,chr02,3366576,3367768
Gene_2641,chr02,3369852,3372229
Gene_2642,chr02,3372458,3373547
Gene_2643,chr02,3374089,3376126
Gene_2644,chr02,3376671,3377118
Gene_2645,chr02,3378160,3380825
Gene_2646,chr02,3381314,3382841
Gene_2647,chr02,3383560,3385055
Gene_2648,chr02,3386271,3386947
Gene_2649,chr02,3390017,3391491
Gene_2650,chr02,3393987,3395773
Gene_2651,chr02,3398331,3401666
Gene_2652,chr02,3402502,3404456
Gene_2653,chr02,3406156,3408918
Gene_2654,chr02,3409417,3411778
Gene_2655,chr02,3413523,3415827
Gene_2656,chr02,3416395,3416480
Gene_2657,chr02,3417128,3420059
Gene_2658,chr02,3420464,3421322
Gene_2659,chr02,3421462,3422802
Gene_2660,chr02,3423643,3425515
Gene_2661,chr02,3427349,3429200
Gene_2662,chr02,3434545,3436584
Gene_2663,chr02,3439548,3440351
