Gene,chr,start,end
Gene_1485,chr01,6293921,6295341
Gene_1486,chr01,6298546,6300656
Gene_1487,chr01,6303627,6306248
Gene_1488,chr01,6307234,6310641
Gene_1489,chr01,6310980,6311064
Gene_1490,chr01,6311926,6313698
Gene_1491,chr01,6314188,6315137
Gene_1492,chr01,6315914,6317390
Gene_1493,chr01,6318616,6320630
Gene_1494,chr01,6321722,6322587
Gene_1495,chr01,6323092,6324424
Gene_1496,chr01,6324509,6326644
Gene_1497,chr01,6327664,6328731
Gene_1498,chr01,6335296,6340224
Gene_1499,chr01,6341264,6344548
Gene_1500,chr01,6344832,6347580
Gene_1501,chr01,6347828,6350971
Gene_1502,chr01,6351034,6351869
Gene_1503,chr01,6353215,6355023
Gene_1504,chr01,6356287,6357206
Gene_1505,chr01,6358103,6359731
Gene_1506,chr01,6364144,6368022
Gene_1507,chr01,6369451,6370659
Gene_1508,chr01,6373770,6376712
Gene_1509,chr01,6380117,6382204
Gene_1510,chr01,6383499,6385523
Gene_1511,chr01,6386524,6389349
Gene_1512,chr01,6389752,6390926
Gene_1513,chr01,6391338,6394039
Gene_1514,chr01,6394952,6396434
Gene_1515,chr01,6396631,6397194
Gene_1516,chr01,6398942,6399595
Gene_1517,chr01,6400915,6401582
Gene_1518,chr01,6402285,6408054
Gene_1519,chr01,6408903,6410658
Gene_1520,chr01,6411757,6412557
Gene_1521,chr01,6422790,6426407
Gene_1522,chr01,6427036,6429818
Gene_1523,chr01,6430156,6430963
Gene_1524,chr01,6431553,6433273
Gene_1525,chr01,6434538,6435053
Gene_1526,chr01,6436334,6437323
Gene_1527,chr01,6437771,6439643
Gene_1528,chr01,6441687,6447384
Gene_1529,chr01,6448527,6449558
Gene_1530,chr01,6449773,6449844
Gene_1531,chr01,6450314,6451342
Gene_1532,chr01,6451478,6452187
Gene_1533,chr01,6452616,6454134
Gene_1534,chr01,6459743,6460759
Gene_1535,chr01,6462326,6465731
Gene_1536,chr01,6467825,6471149
Gene_1537,chr01,6471825,6472626
Gene_1538,chr01,6472672,6476507
Gene_1539,chr01,6476992,6479905
Gene_1540,chr01,6480450,6481777
Gene_1541,chr01,6482227,6484528
Gene_1542,chr01,6487670,6489888
Gene_1543,chr01,6490922,6498817
Gene_1544,chr01,6499288,6499954
Gene_1545,chr01,6500331,6501044
Gene_1546,chr01,6501630,6502142
Gene_1547,chr01,6502563,6506057
Gene_1548,chr01,6509005,6512004
Gene_1549,chr01,6514340,6515849
Gene_1550,chr01,6516673,6518013
Gene_1551,chr01,6518353,6519365
Gene_1552,chr01,6519606,6521951
Gene_1553,chr01,6522792,6523100
Gene_1554,chr01,6524280,6525419
Gene_1555,chr01,6526042,6526824
Gene_1556,chr01,6527777,6531427
Gene_1557,chr01,6532678,6536509
Gene_1558,chr01,6539357,6540167
Gene_1559,chr01,6541152,6543562
Gene_1560,chr01,6544372,6549408
Gene_1561,chr01,6551239,6551914
Gene_1562,chr01,6552692,6555142
Gene_1563,chr01,6559250,6560718
Gene_1564,chr01,6561829,6562419
Gene_1565,chr01,6563007,6563351
Gene_1566,chr01,6563560,6564634
Gene_1567,chr01,6565783,6567113
Gene_1568,chr01,6569236,6570444
Gene_1569,chr01,6570721,6571683
Gene_1570,chr01,6572060,6572640
Gene_1571,chr01,6580053,6582475
Gene_1572,chr01,6583102,6583783
Gene_1573,chr01,6584830,6585879
Gene_1574,chr01,6586652,6587581
Gene_1575,chr01,6588222,6589384
Gene_1576,chr01,6589973,6592363
Gene_1577,chr01,6593210,6594268
Gene_1578,chr01,6596154,6599027
Gene_1579,chr01,6600103,6601174
Gene_1580,chr01,6602584,6603665
Gene_1581,chr01,6605041,6606495
Gene_1582,chr01,6607537,6608972
Gene_1583,chr01,6609359,6612121
Gene_1584,chr01,6613200,6616134
Gene_1585,chr01,6616333,6617941
Gene_1586,chr01,6618389,6619650
Gene_1587,chr01,6620186,6621386
Gene_1588,chr01,6622095,6622720
Gene_1589,chr01,6623330,6624732
Gene_1590,chr01,6625353,6626528
Gene_1591,chr01,6627261,6627937
Gene_1592,chr01,6628169,6629665
Gene_1593,chr01,6629729,6631016
Gene_1594,chr01,6632110,6634046
Gene_1595,chr01,6634965,6637431
Gene_1596,chr01,6639524,6640154
Gene_1597,chr01,6640845,6644054
Gene_1598,chr01,6644494,6645990
Gene_1599,chr01,6646660,6647410
Gene_1600,chr01,6649123,6650039
Gene_1601,chr01,6651012,6653800
Gene_1602,chr01,6653836,6655283
Gene_1603,chr01,6655721,6656937
Gene_1604,chr01,6657678,6660307
Gene_1605,chr01,6661175,6661693
Gene_1606,chr01,6661934,6663420
Gene_1607,chr01,6664347,6666340
Gene_1608,chr01,6666895,6668656
Gene_1609,chr01,6668833,6669734
Gene_1610,chr01,6670991,6672909
Gene_1611,chr01,6673269,6676199
Gene_1612,chr01,6678519,6680381
Gene_1613,chr01,6681526,6684449
Gene_1614,chr01,6684515,6685501
Gene_1615,chr01,6685655,6688200
Gene_1616,chr01,6688726,6690228
Gene_1617,chr01,6691340,6692369
Gene_1618,chr01,6697388,6699847
Gene_1619,chr01,6700279,6701780
Gene_1620,chr01,6702428,6705144
Gene_1621,chr01,6707673,6709155
Gene_1622,chr01,6710858,6711583
Gene_1623,chr01,6712056,6713485
Gene_1624,chr01,6713888,6715864
Gene_1625,chr01,6717268,6718239
Gene_1626,chr01,6719268,6720631
Gene_1627,chr01,6721048,6721407
Gene_1628,chr01,6721647,6722676
Gene_1629,chr01,6726617,6728323
Gene_1630,chr01,6728819,6729262
Gene_1631,chr01,6729527,6731637
Gene_1632,chr01,6732217,6737441
Gene_1633,chr01,6738345,6738428
Gene_1634,chr01,6739651,6740685
Gene_1635,chr01,6741519,6742408
Gene_1636,chr01,6743092,6745730
Gene_1637,chr01,6746799,6747360
Gene_1638,chr01,6748083,6749794
Gene_1639,chr01,6750827,6758374
Gene_1640,chr01,6758751,6760088
Gene_1641,chr01,6760219,6761086
Gene_1642,chr01,6761459,6763852
Gene_1643,chr01,6764386,6767631
Gene_1644,chr01,6768713,6770695
Gene_1645,chr01,6771137,6772699
Gene_1646,chr01,6773849,6774542
Gene_1647,chr01,6775584,6776302
Gene_1648,chr01,6776678,6777770
Gene_1649,chr01,6778501,6781476
Gene_1650,chr01,6864919,6866763
Gene_1651,chr01,6867314,6868969
Gene_1652,chr01,6869311,6870336
Gene_1653,chr01,6871308,6872816
Gene_1654,chr01,6873634,6875293
Gene_1655,chr01,6876882,6879632
Gene_1656,chr01,6881574,6883719
Gene_1657,chr01,6885152,6886428
Gene_1658,chr01,6887802,6888182
Gene_1659,chr01,6888391,6890893
Gene_1660,chr01,6891508,6892641
Gene_1661,chr01,6893160,6894113
Gene_1662,chr01,6894690,6895919
Gene_1663,chr01,6896868,6899751
Gene_1664,chr01,6944709,6946008
Gene_1665,chr01,7036844,7039074
Gene_1666,chr01,7039439,7041097
Gene_1667,chr01,7042580,7046288
Gene_1668,chr01,7047765,7048874
Gene_1669,chr01,7050356,7050440
Gene_1670,chr01,7051333,7054348
Gene_1671,chr01,7054761,7056301
Gene_1672,chr01,7058547,7060157
Gene_1673,chr01,7065407,7065844
Gene_1674,chr01,7066241,7068508
Gene_1675,chr01,7069138,7070979
Gene_1676,chr01,7071633,7071978
Gene_1677,chr01,7072391,7074922
Gene_1678,chr01,7075444,7076706
Gene_1679,chr01,7077206,7077930
Gene_1680,chr01,7078551,7080416
Gene_1681,chr01,7082155,7083723
Gene_1682,chr01,7087803,7088723
Gene_1683,chr01,7089930,7092201
Gene_1684,chr01,7092569,7094881
Gene_1685,chr01,7096164,7098900
Gene_1686,chr01,7101575,7103137
Gene_1687,chr01,7103911,7104890
Gene_1688,chr01,7105914,7108415
Gene_1689,chr01,7112125,7113261
Gene_1690,chr01,7113839,7115931
Gene_1691,chr01,7116733,7118095
Gene_1692,chr01,7118689,7119788
Gene_1693,chr01,7120797,7122566
Gene_1694,chr01,7123835,7124492
Gene_1695,chr01,7125839,7128505
Gene_1696,chr01,7128983,7130556
Gene_1697,chr01,7131128,7132522
Gene_1698,chr01,7132865,7138104
Gene_1699,chr01,7142387,7147442
Gene_1700,chr01,7150614,7152654
Gene_1701,chr01,7153001,7154560
Gene_1702,chr01,7155486,7156631
Gene_1703,chr01,7158486,7159909
Gene_1704,chr01,7161635,7165454
Gene_1705,chr01,7165759,7166515
Gene_1706,chr01,7166710,7167052
Gene_1707,chr01,7167349,7167433
Gene_1708,chr01,7167878,7168847
Gene_1709,chr01,7170849,7171892
Gene_1710,chr01,7172915,7175525
Gene_1711,chr01,7176431,7177915
Gene_1712,chr01,7178971,7180642
Gene_1713,chr01,7182479,7183974
Gene_1714,chr01,7184123,7186222
Gene_1715,chr01,7187083,7188009
Gene_1716,chr01,7189093,7190354
Gene_1717,chr01,7191175,7193138
Gene_1718,chr01,7193279,7194295
Gene_1719,chr01,7194485,7195621
Gene_1720,chr01,7196215,7198416
Gene_1721,chr01,7200134,7202408
Gene_1722,chr01,7202583,7205611
Gene_1723,chr01,7207156,7208199
Gene_1724,chr01,7209269,7209927
Gene_1725,chr01,7211313,7213294
Gene_1726,chr01,7214072,7215180
Gene_1727,chr01,7216091,7216426
Gene_1728,chr01,7219920,7220032
Gene_1729,chr01,7221461,7222162
Gene_1730,chr01,7222732,7224661
Gene_1731,chr01,7225397,7226298
Gene_1732,chr01,7226489,7228333
Gene_1733,chr01,7229147,7230114
Gene_1734,chr01,7230720,7231873
Gene_1735,chr01,7232919,7234413
Gene_1736,chr01,7234640,7235029
Gene_1737,chr01,7236289,7236404
Gene_1738,chr01,7237826,7240707
Gene_1739,chr01,7243214,7245013
Gene_1740,chr01,7245819,7246251
Gene_1741,chr01,7246907,7247494
Gene_1742,chr01,7249411,7253316
Gene_1743,chr01,7256530,7257051
Gene_1744,chr01,7257320,7261900
Gene_1745,chr01,7262572,7264365
Gene_1746,chr01,7264702,7265831
Gene_1747,chr01,7266403,7268020
Gene_1748,chr01,7277892,7279361
Gene_1749,chr01,7281149,7282029
Gene_1750,chr01,7282869,7286860
Gene_1751,chr01,7290404,7292794
Gene_1752,chr01,7293474,7294256
Gene_1753,chr01,7296160,7298489
Gene_1754,chr01,7299872,7301230
Gene_1755,chr01,7304399,7306505
Gene_1756,chr01,7307342,7307428
Gene_1757,chr01,7307985,7310074
Gene_1758,chr01,7310346,7311275
Gene_1759,chr01,7312021,7312666
Gene_1760,chr01,7312959,7313030
Gene_1761,chr01,7315288,7317531
Gene_1762,chr01,7318161,7319842
Gene_1763,chr01,7320296,7321724
Gene_1764,chr01,7322305,7323504
Gene_1765,chr01,7323924,7324886
Gene_1766,chr01,7325313,7326642
Gene_1767,chr01,7326894,7328814
Gene_1768,chr01,7329913,7331540
Gene_1769,chr01,7332161,7332808
Gene_1770,chr01,7333428,7334861
Gene_1771,chr01,7335622,7336710
Gene_1772,chr01,7337533,7340889
Gene_1773,chr01,7341453,7342384
Gene_1774,chr01,7345133,7346798
Gene_1775,chr01,7347512,7349411
Gene_1776,chr01,7357022,7358905
Gene_1777,chr01,7359532,7360978
Gene_1778,chr01,7361223,7362205
Gene_1779,chr01,7362755,7363567
Gene_1780,chr01,7364485,7366471
Gene_1781,chr01,7368744,7371473
Gene_1782,chr01,7372159,7373972
Gene_1783,chr01,7374414,7375961
Gene_1784,chr01,7376710,7379390
Gene_1785,chr01,7380236,7382165
Gene_1786,chr01,7382419,7383357
Gene_1787,chr01,7385439,7386311
Gene_1788,chr01,7387353,7388505
Gene_1789,chr01,7388932,7390161
Gene_1790,chr01,7390783,7395824
Gene_1791,chr01,7396928,7401343
Gene_1792,chr01,7402429,7404315
Gene_1793,chr01,7404993,7409081
Gene_1794,chr01,7410625,7411323
Gene_1795,chr01,7412409,7414116
Gene_1796,chr01,7414969,7416472
Gene_1797,chr01,7417066,7420289
Gene_1798,chr01,7421490,7423415
Gene_1799,chr01,7425121,7426239
Gene_1800,chr01,7427297,7434409
Gene_1801,chr01,7435995,7438324
Gene_1802,chr01,7438850,7440131
Gene_1803,chr01,7441202,7442237
Gene_1804,chr01,7442539,7443269
Gene_1805,chr01,7443530,7443844
Gene_1806,chr01,7444189,7444829
Gene_1807,chr01,7445197,7446091
Gene_1808,chr01,7446270,7447797
Gene_1809,chr01,7448305,7449740
Gene_1810,chr01,7450233,7451882
Gene_1811,chr01,7452712,7453674
Gene_1812,chr01,7455174,7456928
Gene_1813,chr01,7457373,7458367
Gene_1814,chr01,7459605,7460369
Gene_1815,chr01,7461459,7462061
Gene_1816,chr01,7463167,7464751
Gene_1817,chr01,7475230,7475779
Gene_1818,chr01,7476683,7477456
Gene_1819,chr01,7591213,7592250
Gene_1820,chr01,7658633,7659187
Gene_1821,chr01,7661880,7663433
Gene_1822,chr01,7663778,7664607
Gene_1823,chr01,7667132,7670687
Gene_1824,chr01,7671339,7672587
Gene_1825,chr01,7673403,7677171
Gene_1826,chr01,7678867,7679741
Gene_1827,chr01,7682525,7684170
Gene_1828,chr01,7684963,7686391
Gene_1829,chr01,7687879,7688409
Gene_1830,chr01,7691464,7692166
Gene_1831,chr01,7694942,7698232
Gene_1832,chr01,7699195,7700313
Gene_1833,chr01,7700719,7702364
Gene_1834,chr01,7703586,7705942
Gene_1835,chr01,7707963,7709795
Gene_1836,chr01,7710918,7712664
Gene_1837,chr01,7714053,7716155
Gene_1838,chr01,7716564,7717463
Gene_1839,chr01,7718188,7719996
Gene_1840,chr01,7721352,7722353
Gene_1841,chr01,7722978,7723673
Gene_1842,chr01,7725371,7725933
Gene_1843,chr01,7727189,7728214
Gene_1844,chr01,7742308,7744004
Gene_1845,chr01,7787879,7798797
Gene_1846,chr01,7816588,7817437
Gene_1847,chr01,7818071,7819564
Gene_1848,chr01,7821116,7822920
Gene_1849,chr01,7823787,7825273
Gene_1850,chr01,7851493,7852416
Gene_1851,chr01,7852879,7854021
Gene_1852,chr01,7855827,7856885
Gene_1853,chr01,7856929,7858031
Gene_1854,chr01,7858500,7860112
Gene_1855,chr01,7862032,7865849
Gene_1856,chr02,12612,13751
Gene_1857,chr02,14844,15537
Gene_1858,chr02,18948,19775
Gene_1859,chr02,20619,21993
Gene_1860,chr02,23227,23568
Gene_1861,chr02,30532,31158
Gene_1862,chr02,84603,85807
Gene_1863,chr02,87014,88196
Gene_1864,chr02,108102,109085
Gene_1865,chr02,110190,111925
Gene_1866,chr02,112509,113993
Gene_1867,chr02,123913,125338
Gene_1868,chr02,126431,130413
Gene_1869,chr02,130556,131443
Gene_1870,chr02,133087,134304
Gene_1871,chr02,135514,135934
Gene_1872,chr02,137058,140190
Gene_1873,chr02,202395,202684
Gene_1874,chr02,204263,204733
Gene_1875,chr02,207715,208058
Gene_1876,chr02,209066,209545
Gene_1877,chr02,210210,211004
Gene_1878,chr02,212423,213560
Gene_1879,chr02,214200,214703
Gene_1880,chr02,215133,216328
Gene_1881,chr02,216931,217002
Gene_1882,chr02,219093,219164
Gene_1883,chr02,221213,222661
Gene_1884,chr02,223213,225219
Gene_1885,chr02,226642,227280
Gene_1886,chr02,228612,230554
Gene_1887,chr02,231155,232240
Gene_1888,chr02,232820,234675
Gene_1889,chr02,235732,238238
Gene_1890,chr02,238763,240948
Gene_1891,chr02,241337,243008
Gene_1892,chr02,244251,246360
Gene_1893,chr02,247346,247642
Gene_1894,chr02,329265,330558
Gene_1895,chr02,411278,413426
Gene_1896,chr02,414211,416022
Gene_1897,chr02,416390,418142
Gene_1898,chr02,419446,420428
Gene_1899,chr02,422336,424304
Gene_1900,chr02,426174,427152
Gene_1901,chr02,427869,428502
Gene_1902,chr02,430127,432454
Gene_1903,chr02,458128,461021
Gene_1904,chr02,461343,462297
Gene_1905,chr02,462965,464490
Gene_1906,chr02,465068,468869
Gene_1907,chr02,469676,472732
Gene_1908,chr02,473822,474517
Gene_1909,chr02,478517,479931
Gene_1910,chr02,480548,482274
Gene_1911,chr02,483389,484707
Gene_1912,chr02,484743,485501
Gene_1913,chr02,486782,487129
Gene_1914,chr02,488117,489081
Gene_1915,chr02,490480,491244
Gene_1916,chr02,492342,497005
Gene_1917,chr02,498823,499428
Gene_1918,chr02,500061,501086
Gene_1919,chr02,501130,501620
Gene_1920,chr02,503477,503976
Gene_1921,chr02,506387,508212
Gene_1922,chr02,508465,512105
Gene_1923,chr02,545398,546094
Gene_1924,chr02,546731,547923
Gene_1925,chr02,548347,550535
Gene_1926,chr02,551260,552187
Gene_1927,chr02,552482,554701
Gene_1928,chr02,555316,555624
Gene_1929,chr02,558824,559652
Gene_1930,chr02,559737,561676
Gene_1931,chr02,562461,564135
Gene_1932,chr02,564857,568046
Gene_1933,chr02,568246,569127
Gene_1934,chr02,570089,571810
Gene_1935,chr02,573799,576730
Gene_1936,chr02,577701,580048
Gene_1937,chr02,581249,583503
Gene_1938,chr02,634184,634911
Gene_1939,chr02,701783,705545
Gene_1940,chr02,734889,736702
Gene_1941,chr02,737540,738877
Gene_1942,chr02,739556,740773
Gene_1943,chr02,741348,742318
Gene_1944,chr02,743419,747052
Gene_1945,chr02,747399,750283
Gene_1946,chr02,750909,752046
Gene_1947,chr02,753104,753766
Gene_1948,chr02,755746,758544
Gene_1949,chr02,762333,763853
Gene_1950,chr02,765091,765569
Gene_1951,chr02,766359,767854
Gene_1952,chr02,769298,769792
Gene_1953,chr02,788823,789778
Gene_1954,chr02,790109,791839
Gene_1955,chr02,792486,794720
Gene_1956,chr02,795761,797062
Gene_1957,chr02,797609,798770
Gene_1958,chr02,799375,800129
Gene_1959,chr02,802310,805249
Gene_1960,chr02,808470,809312
Gene_1961,chr02,810015,810568
Gene_1962,chr02,811913,812952
Gene_1963,chr02,817169,818804
Gene_1964,chr02,819674,823728
Gene_1965,chr02,831404,832302
Gene_1966,chr02,832470,835545
Gene_1967,chr02,836335,838097
Gene_1968,chr02,914916,918739
Gene_1969,chr02,920558,922236
Gene_1970,chr02,954715,956373
Gene_1971,chr02,956751,957594
Gene_1972,chr02,957995,959424
Gene_1973,chr02,962657,962989
Gene_1974,chr02,965225,967469
Gene_1975,chr02,967635,969862
Gene_1976,chr02,971741,973461
Gene_1977,chr02,976024,977148
Gene_1978,chr02,977719,978739
Gene_1979,chr02,979824,981008
Gene_1980,chr02,981327,983513
Gene_1981,chr02,984447,987131
Gene_1982,chr02,990157,991233
Gene_1983,chr02,991636,994695
Gene_1984,chr02,995070,1000687
Gene_1985,chr02,1001105,1004176
Gene_1986,chr02,1004818,1006601
Gene_1987,chr02,1007692,1009580
Gene_1988,chr02,1013306,1015713
Gene_1989,chr02,1016078,1016845
Gene_1990,chr02,1017117,1018757
Gene_1991,chr02,1020378,1020842
Gene_1992,chr02,1023636,1026906
Gene_1993,chr02,1027798,1029465
Gene_1994,chr02,1049203,1049901
Gene_1995,chr02,1051231,1052411
Gene_1996,chr02,1052472,1053227
Gene_1997,chr02,1053730,1054242
Gene_1998,chr02,1055208,1056736
Gene_1999,chr02,1058290,1059147
Gene_2000,chr02,1060083,1061438
Gene_2001,chr02,1063920,1072871
Gene_2002,chr02,1074844,1076670
Gene_2003,chr02,1078158,1080342
Gene_2004,chr02,1081200,1083624
Gene_2005,chr02,1085156,1087305
Gene_2006,chr02,1087880,1088861
Gene_2007,chr02,1093034,1096595
Gene_2008,chr02,1098384,1099961
Gene_2009,chr02,1100406,1101299
Gene_2010,chr02,1103092,1104607
Gene_2011,chr02,1104810,1105994
Gene_2012,chr02,1106646,1107968
Gene_2013,chr02,1109615,1112775
Gene_2014,chr02,1116373,1118237
Gene_2015,chr02,1119415,1120726
Gene_2016,chr02,1121707,1125413
Gene_2017,chr02,1125617,1126097
Gene_2018,chr02,1127473,1127856
Gene_2019,chr02,1128774,1129298
Gene_2020,chr02,1130440,1132924
Gene_2021,chr02,1133962,1136103
Gene_2022,chr02,1137508,1138983
Gene_2023,chr02,1139488,1140493
Gene_2024,chr02,1146652,1155453
Gene_2025,chr02,1156348,1156788
Gene_2026,chr02,1157025,1157891
Gene_2027,chr02,1158273,1159408
Gene_2028,chr02,1160111,1161803
Gene_2029,chr02,1164467,1165130
Gene_2030,chr02,1166391,1169679
Gene_2031,chr02,1170535,1172495
Gene_2032,chr02,1172923,1174286
Gene_2033,chr02,1174997,1176706
Gene_2034,chr02,1188119,1191656
Gene_2035,chr02,1213491,1217925
Gene_2036,chr02,1218318,1219562
Gene_2037,chr02,1220081,1221448
Gene_2038,chr02,1221867,1222976
Gene_2039,chr02,1225201,1226343
Gene_2040,chr02,1231655,1232969
Gene_2041,chr02,1233818,1236549
Gene_2042,chr02,1237182,1239031
Gene_2043,chr02,1240034,1242109
Gene_2044,chr02,1243303,1246639
Gene_2045,chr02,1251903,1253972
Gene_2046,chr02,1254604,1255536
Gene_2047,chr02,1255931,1258096
Gene_2048,chr02,1258488,1261660
Gene_2049,chr02,1261897,1264667
Gene_2050,chr02,1265328,1265886
Gene_2051,chr02,1266558,1268578
Gene_2052,chr02,1269263,1272052
Gene_2053,chr02,1272156,1273011
Gene_2054,chr02,1273360,1274835
Gene_2055,chr02,1275811,1276611
Gene_2056,chr02,1276777,1277566
Gene_2057,chr02,1282404,1284424
Gene_2058,chr02,1284848,1285682
Gene_2059,chr02,1295876,1298212
Gene_2060,chr02,1298673,1300973
Gene_2061,chr02,1305014,1306260
Gene_2062,chr02,1306785,1307579
Gene_2063,chr02,1308042,1308770
Gene_2064,chr02,1309123,1309591
Gene_2065,chr02,1310644,1312539
Gene_2066,chr02,1313688,1314117
Gene_2067,chr02,1314280,1314816
Gene_2068,chr02,1315598,1316734
Gene_2069,chr02,1317363,1319168
Gene_2070,chr02,1320009,1322101
Gene_2071,chr02,1326643,1328097
Gene_2072,chr02,1329214,1330225
Gene_2073,chr02,1331138,1333265
Gene_2074,chr02,1333926,1335713
Gene_2075,chr02,1336153,1337446
Gene_2076,chr02,1337709,1338815
Gene_2077,chr02,1340963,1343621
Gene_2078,chr02,1344089,1345988
Gene_2079,chr02,1348138,1349496
Gene_2080,chr02,1350231,1352045
Gene_2081,chr02,1352144,1352771
Gene_2082,chr02,1353490,1355647
Gene_2083,chr02,1355929,1356840
Gene_2084,chr02,1356977,1360435
Gene_2085,chr02,1361400,1363813
Gene_2086,chr02,1364367,1365558
Gene_2087,chr02,1367381,1367807
Gene_2088,chr02,1368473,1369894
Gene_2089,chr02,1372468,1374318
Gene_2090,chr02,1424554,1426132
Gene_2091,chr02,1427181,1427809
Gene_2092,chr02,1428442,1430004
Gene_2093,chr02,1433444,1434173
Gene_2094,chr02,1435127,1435787
Gene_2095,chr02,1436512,1437302
Gene_2096,chr02,1438422,1439904
Gene_2097,chr02,1440815,1442272
Gene_2098,chr02,1442889,1444817
Gene_2099,chr02,1445079,1445844
Gene_2100,chr02,1447931,1448461
Gene_2101,chr02,1449364,1449886
Gene_2102,chr02,1451187,1455000
Gene_2103,chr02,1455352,1456644
Gene_2104,chr02,1457054,1460203
Gene_2105,chr02,1462623,1464696
Gene_2106,chr02,1465535,1469166
Gene_2107,chr02,1469856,1470233
Gene_2108,chr02,1485205,1486695
Gene_2109,chr02,1487258,1488673
Gene_2110,chr02,1489331,1491403
Gene_2111,chr02,1493687,1499047
Gene_2112,chr02,1500123,1501801
Gene_2113,chr02,1502331,1502999
Gene_2114,chr02,1504258,1504949
Gene_2115,chr02,1505789,1507540
Gene_2116,chr02,1508697,1509732
Gene_2117,chr02,1512139,1513347
Gene_2118,chr02,1513731,1514850
Gene_2119,chr02,1516268,1517579
Gene_2120,chr02,1519053,1521708
Gene_2121,chr02,1524828,1526410
Gene_2122,chr02,1527735,1528384
Gene_2123,chr02,1529350,1533538
Gene_2124,chr02,1534049,1534380
Gene_2125,chr02,1535115,1536050
Gene_2126,chr02,1536268,1537828
Gene_2127,chr02,1539893,1541754
Gene_2128,chr02,1542900,1543641
Gene_2129,chr02,1544291,1544940
Gene_2130,chr02,1545830,1547097
Gene_2131,chr02,1547767,1548762
Gene_2132,chr02,1550160,1553812
Gene_2133,chr02,1554868,1556595
Gene_2134,chr02,1568961,1570214
Gene_2135,chr02,1572867,1575053
Gene_2136,chr02,1576518,1581636
Gene_2137,chr02,1584371,1588067
Gene_2138,chr02,1588663,1589768
Gene_2139,chr02,1591343,1593234
Gene_2140,chr02,1593416,1593887
Gene_2141,chr02,1594523,1595529
Gene_2142,chr02,1596304,1597541
Gene_2143,chr02,1600419,1602231
Gene_2144,chr02,1607424,1608819
Gene_2145,chr02,1617431,1617533
Gene_2146,chr02,1618785,1619557
Gene_2147,chr02,1620700,1621650
Gene_2148,chr02,1623371,1624759
Gene_2149,chr02,1625673,1626611
Gene_2150,chr02,1627312,1628847
Gene_2151,chr02,1630848,1632281
Gene_2152,chr02,1633299,1634099
Gene_2153,chr02,1634468,1636133
Gene_2154,chr02,1636549,1639172
Gene_2155,chr02,1639955,1641445
Gene_2156,chr02,1643498,1647836
Gene_2157,chr02,1648856,1650762
Gene_2158,chr02,1652276,1652356
Gene_2159,chr02,1653330,1657068
Gene_2160,chr02,1658116,1658868
Gene_2161,chr02,1659683,1660776
Gene_2162,chr02,1661400,1664914
Gene_2163,chr02,1666392,1666834
Gene_2164,chr02,1667892,1668829
Gene_2165,chr02,1669645,1671279
Gene_2166,chr02,1743859,1744837
Gene_2167,chr02,1746483,1747727
Gene_2168,chr02,1749116,1750346
Gene_2169,chr02,1751816,1754590
Gene_2170,chr02,1757819,1758670
Gene_2171,chr02,1761226,1762707
Gene_2172,chr02,1763727,1764937
Gene_2173,chr02,1765425,1767880
Gene_2174,chr02,1768847,1770955
Gene_2175,chr02,1771808,1773595
Gene_2176,chr02,1774924,1777118
Gene_2177,chr02,1778943,1781560
Gene_2178,chr02,1781910,1782295
Gene_2179,chr02,1783929,1784636
Gene_2180,chr02,1785309,1787855
Gene_2181,chr02,1789464,1792031
Gene_2182,chr02,1794962,1796523
Gene_2183,chr02,1802659,1808077
Gene_2184,chr02,1809076,1810554
Gene_2185,chr02,1810891,1812175
Gene_2186,chr02,1812682,1814388
Gene_2187,chr02,1814654,1815760
Gene_2188,chr02,1815962,1818171
Gene_2189,chr02,1819394,1822880
Gene_2190,chr02,1825113,1826607
Gene_2191,chr02,1827325,1827648
Gene_2192,chr02,1828625,1829752
Gene_2193,chr02,1830215,1832962
Gene_2194,chr02,1834046,1834751
Gene_2195,chr02,1835102,1835921
Gene_2196,chr02,1836683,1839788
Gene_2197,chr02,1840299,1842083
Gene_2198,chr02,1842389,1843774
Gene_2199,chr02,1844336,1845591
Gene_2200,chr02,1846115,1849708
Gene_2201,chr02,1850257,1850728
Gene_2202,chr02,1851151,1852496
Gene_2203,chr02,1854867,1858343
Gene_2204,chr02,1859023,1859914
Gene_2205,chr02,1861294,1863787
Gene_2206,chr02,1867081,1867491
Gene_2207,chr02,1867828,1870846
Gene_2208,chr02,1872135,1872645
Gene_2209,chr02,1873601,1874815
Gene_2210,chr02,1876620,1876713
Gene_2211,chr02,1877609,1879783
Gene_2212,chr02,1886927,1887694
Gene_2213,chr02,1888759,1890360
Gene_2214,chr02,1891131,1892292
Gene_2215,chr02,1893023,1893120
Gene_2216,chr02,1894114,1894207
Gene_2217,chr02,1895299,1898130
Gene_2218,chr02,1899311,1902200
Gene_2219,chr02,1905870,1907192
Gene_2220,chr02,1908477,1909867
Gene_2221,chr02,1911044,1911434
Gene_2222,chr02,1916821,1918242
Gene_2223,chr02,1918992,1919957
Gene_2224,chr02,1922256,1922753
Gene_2225,chr02,1923310,1923732
Gene_2226,chr02,1924374,1927980
Gene_2227,chr02,1929255,1934091
Gene_2228,chr02,1934620,1935336
Gene_2229,chr02,1935703,1937844
Gene_2230,chr02,1938114,1940082
Gene_2231,chr02,1941354,1942919
Gene_2232,chr02,1943529,1945474
Gene_2233,chr02,1946130,1947629
