Gene,chr,start,end
Gene_1685,chr1,7170849,7171892
Gene_1686,chr1,7172915,7175525
Gene_1687,chr1,7176431,7177915
Gene_1688,chr1,7178971,7180642
Gene_1689,chr1,7182479,7183974
Gene_1690,chr1,7184123,7186222
Gene_1691,chr1,7187083,7188009
Gene_1692,chr1,7189093,7190354
Gene_1693,chr1,7191175,7193138
Gene_1694,chr1,7193279,7194295
Gene_1695,chr1,7194485,7195621
Gene_1696,chr1,7196215,7198416
Gene_1697,chr1,7200134,7202408
Gene_1698,chr1,7202583,7205611
Gene_1699,chr1,7207156,7208199
Gene_1700,chr1,7209269,7209927
Gene_1701,chr1,7211313,7213294
Gene_1702,chr1,7214072,7215180
Gene_1703,chr1,7216091,7216426
Gene_1704,chr1,7221461,7222162
Gene_1705,chr1,7222732,7224661
Gene_1706,chr1,7225397,7226298
Gene_1707,chr1,7226489,7228333
Gene_1708,chr1,7229147,7230114
Gene_1709,chr1,7230720,7231873
Gene_1710,chr1,7232919,7234413
Gene_1711,chr1,7234640,7235029
Gene_1712,chr1,7237826,7240707
Gene_1713,chr1,7243214,7245013
Gene_1714,chr1,7245819,7246251
Gene_1715,chr1,7246907,7247494
Gene_1716,chr1,7249411,7253316
Gene_1717,chr1,7256530,7257051
Gene_1718,chr1,7257320,7261900
Gene_1719,chr1,7262572,7264365
Gene_1720,chr1,7264702,7265831
Gene_1721,chr1,7266403,7268020
Gene_1722,chr1,7277892,7279361
Gene_1723,chr1,7281149,7282029
Gene_1724,chr1,7282869,7286860
Gene_1725,chr1,7290404,7292794
Gene_1726,chr1,7293474,7294256
Gene_1727,chr1,7296160,7298489
Gene_1728,chr1,7299872,7301230
Gene_1729,chr1,7304399,7306505
Gene_1730,chr1,7307985,7310074
Gene_1731,chr1,7310346,7311275
Gene_1732,chr1,7312021,7312666
Gene_1733,chr1,7315288,7317531
Gene_1734,chr1,7318161,7319842
Gene_1735,chr1,7320296,7321724
Gene_1736,chr1,7322305,7323504
Gene_1737,chr1,7323924,7324886
Gene_1738,chr1,7325313,7326642
Gene_1739,chr1,7326894,7328814
Gene_1740,chr1,7329913,7331540
Gene_1741,chr1,7332161,7332808
Gene_1742,chr1,7333428,7334861
Gene_1743,chr1,7335622,7336710
Gene_1744,chr1,7337533,7340889
Gene_1745,chr1,7341453,7342384
Gene_1746,chr1,7345133,7346798
Gene_1747,chr1,7347512,7349411
Gene_1748,chr1,7357022,7358905
Gene_1749,chr1,7359532,7360978
Gene_1750,chr1,7361223,7362205
Gene_1751,chr1,7362755,7363567
Gene_1752,chr1,7364485,7366471
Gene_1753,chr1,7368744,7371473
Gene_1754,chr1,7372159,7373972
Gene_1755,chr1,7374414,7375961
Gene_1756,chr1,7376710,7379390
Gene_1757,chr1,7380236,7382165
Gene_1758,chr1,7382419,7383357
Gene_1759,chr1,7385439,7386311
Gene_1760,chr1,7387353,7388505
Gene_1761,chr1,7388932,7390161
Gene_1762,chr1,7390783,7395824
Gene_1763,chr1,7396928,7401343
Gene_1764,chr1,7402429,7404315
Gene_1765,chr1,7404993,7409081
Gene_1766,chr1,7410625,7411323
Gene_1767,chr1,7412409,7414116
Gene_1768,chr1,7414969,7416472
Gene_1769,chr1,7417066,7420289
Gene_1770,chr1,7421490,7423415
Gene_1771,chr1,7425121,7426239
Gene_1772,chr1,7427297,7434409
Gene_1773,chr1,7435995,7438324
Gene_1774,chr1,7438850,7440131
Gene_1775,chr1,7441202,7442237
Gene_1776,chr1,7442539,7443269
Gene_1777,chr1,7443530,7443844
Gene_1778,chr1,7444189,7444829
Gene_1779,chr1,7445197,7446091
Gene_1780,chr1,7446270,7447797
Gene_1781,chr1,7448305,7449740
Gene_1782,chr1,7450233,7451882
Gene_1783,chr1,7452712,7453674
Gene_1784,chr1,7455174,7456928
Gene_1785,chr1,7457373,7458367
Gene_1786,chr1,7459605,7460369
Gene_1787,chr1,7461459,7462061
Gene_1788,chr1,7463167,7464751
Gene_1789,chr1,7475230,7475779
Gene_1790,chr1,7476683,7477456
Gene_1791,chr1,7591213,7592250
Gene_1792,chr1,7658633,7659187
Gene_1793,chr1,7661880,7663433
Gene_1794,chr1,7663778,7664607
Gene_1795,chr1,7667132,7670687
Gene_1796,chr1,7671339,7672587
Gene_1797,chr1,7673403,7677171
Gene_1798,chr1,7678867,7679741
Gene_1799,chr1,7682525,7684170
Gene_1800,chr1,7684963,7686391
Gene_1801,chr1,7687879,7688409
Gene_1802,chr1,7691464,7692166
Gene_1803,chr1,7694942,7698232
Gene_1804,chr1,7699195,7700313
Gene_1805,chr1,7700719,7702364
Gene_1806,chr1,7703586,7705942
Gene_1807,chr1,7707963,7709795
Gene_1808,chr1,7710918,7712664
Gene_1809,chr1,7714053,7716155
Gene_1810,chr1,7716564,7717463
Gene_1811,chr1,7718188,7719996
Gene_1812,chr1,7721352,7722353
Gene_1813,chr1,7722978,7723673
Gene_1814,chr1,7725371,7725933
Gene_1815,chr1,7727189,7728214
Gene_1816,chr1,7742308,7744004
Gene_1817,chr1,7787879,7798797
Gene_1818,chr1,7816588,7817437
Gene_1819,chr1,7818071,7819564
Gene_1820,chr1,7821116,7822920
Gene_1821,chr1,7823787,7825273
Gene_1822,chr1,7851493,7852416
Gene_1823,chr1,7852879,7854021
Gene_1824,chr1,7855827,7856885
Gene_1825,chr1,7856929,7858031
Gene_1826,chr1,7858500,7860112
Gene_1827,chr1,7862032,7865849
Gene_1828,chr2,12612,13751
Gene_1829,chr2,14844,15537
Gene_1830,chr2,18948,19775
Gene_1831,chr2,20619,21993
Gene_1832,chr2,23227,23568
Gene_1833,chr2,30532,31158
Gene_1834,chr2,84603,85807
Gene_1835,chr2,87014,88196
Gene_1836,chr2,108102,109085
Gene_1837,chr2,110190,111925
Gene_1838,chr2,112509,113993
Gene_1839,chr2,123913,125338
Gene_1840,chr2,126431,130413
Gene_1841,chr2,130556,131443
Gene_1842,chr2,133087,134304
Gene_1843,chr2,135514,135934
Gene_1844,chr2,137058,140190
Gene_1845,chr2,202395,202684
Gene_1846,chr2,204263,204733
Gene_1847,chr2,207715,208058
Gene_1848,chr2,209066,209545
Gene_1849,chr2,210210,211004
Gene_1850,chr2,212423,213560
Gene_1851,chr2,214200,214703
Gene_1852,chr2,215133,216328
Gene_1853,chr2,221213,222661
Gene_1854,chr2,223213,225219
Gene_1855,chr2,226642,227280
Gene_1856,chr2,228612,230554
Gene_1857,chr2,231155,232240
Gene_1858,chr2,232820,234675
Gene_1859,chr2,235732,238238
Gene_1860,chr2,238763,240948
Gene_1861,chr2,241337,243008
Gene_1862,chr2,244251,246360
Gene_1863,chr2,247346,247642
Gene_1864,chr2,329265,330558
Gene_1865,chr2,411278,413426
Gene_1866,chr2,414211,416022
Gene_1867,chr2,416390,418142
Gene_1868,chr2,419446,420428
Gene_1869,chr2,422336,424304
Gene_1870,chr2,426174,427152
Gene_1871,chr2,427869,428502
Gene_1872,chr2,430127,432454
Gene_1873,chr2,458128,461021
Gene_1874,chr2,461343,462297
Gene_1875,chr2,462965,464490
Gene_1876,chr2,465068,468869
Gene_1877,chr2,469676,472732
Gene_1878,chr2,473822,474517
Gene_1879,chr2,478517,479931
Gene_1880,chr2,480548,482274
Gene_1881,chr2,483389,484707
Gene_1882,chr2,484743,485501
Gene_1883,chr2,486782,487129
Gene_1884,chr2,488117,489081
Gene_1885,chr2,490480,491244
Gene_1886,chr2,492342,497005
Gene_1887,chr2,498823,499428
Gene_1888,chr2,500061,501086
Gene_1889,chr2,501130,501620
Gene_1890,chr2,503477,503976
Gene_1891,chr2,506387,508212
Gene_1892,chr2,508465,512105
Gene_1893,chr2,545398,546094
Gene_1894,chr2,546731,547923
Gene_1895,chr2,548347,550535
Gene_1896,chr2,551260,552187
Gene_1897,chr2,552482,554701
Gene_1898,chr2,555316,555624
Gene_1899,chr2,558824,559652
Gene_1900,chr2,559737,561676
Gene_1901,chr2,562461,564135
Gene_1902,chr2,564857,568046
Gene_1903,chr2,568246,569127
Gene_1904,chr2,570089,571810
Gene_1905,chr2,573799,576730
Gene_1906,chr2,577701,580048
Gene_1907,chr2,581249,583503
Gene_1908,chr2,634184,634911
Gene_1909,chr2,701783,705545
Gene_1910,chr2,734889,736702
Gene_1911,chr2,737540,738877
Gene_1912,chr2,739556,740773
Gene_1913,chr2,741348,742318
Gene_1914,chr2,743419,747052
Gene_1915,chr2,747399,750283
Gene_1916,chr2,750909,752046
Gene_1917,chr2,753104,753766
Gene_1918,chr2,755746,758544
Gene_1919,chr2,762333,763853
Gene_1920,chr2,765091,765569
Gene_1921,chr2,766359,767854
Gene_1922,chr2,769298,769792
Gene_1923,chr2,788823,789778
Gene_1924,chr2,790109,791839
Gene_1925,chr2,792486,794720
Gene_1926,chr2,795761,797062
Gene_1927,chr2,797609,798770
Gene_1928,chr2,799375,800129
Gene_1929,chr2,802310,805249
Gene_1930,chr2,808470,809312
Gene_1931,chr2,810015,810568
Gene_1932,chr2,811913,812952
Gene_1933,chr2,817169,818804
Gene_1934,chr2,819674,823728
Gene_1935,chr2,831404,832302
Gene_1936,chr2,832470,835545
Gene_1937,chr2,836335,838097
Gene_1938,chr2,914916,918739
Gene_1939,chr2,920558,922236
Gene_1940,chr2,954715,956373
Gene_1941,chr2,956751,957594
Gene_1942,chr2,957995,959424
Gene_1943,chr2,962657,962989
Gene_1944,chr2,965225,967469
Gene_1945,chr2,967635,969862
Gene_1946,chr2,971741,973461
Gene_1947,chr2,976024,977148
Gene_1948,chr2,977719,978739
Gene_1949,chr2,979824,981008
Gene_1950,chr2,981327,983513
Gene_1951,chr2,984447,987131
Gene_1952,chr2,990157,991233
Gene_1953,chr2,991636,994695
Gene_1954,chr2,995070,1000687
Gene_1955,chr2,1001105,1004176
Gene_1956,chr2,1004818,1006601
Gene_1957,chr2,1007692,1009580
Gene_1958,chr2,1013306,1015713
Gene_1959,chr2,1016078,1016845
Gene_1960,chr2,1017117,1018757
Gene_1961,chr2,1020378,1020842
Gene_1962,chr2,1023636,1026906
Gene_1963,chr2,1027798,1029465
Gene_1964,chr2,1049203,1049901
Gene_1965,chr2,1051231,1052411
Gene_1966,chr2,1052472,1053227
Gene_1967,chr2,1053730,1054242
Gene_1968,chr2,1055208,1056736
Gene_1969,chr2,1058290,1059147
Gene_1970,chr2,1060083,1061438
Gene_1971,chr2,1063920,1072871
Gene_1972,chr2,1074844,1076670
Gene_1973,chr2,1078158,1080342
Gene_1974,chr2,1081200,1083624
Gene_1975,chr2,1085156,1087305
Gene_1976,chr2,1087880,1088861
Gene_1977,chr2,1093034,1096595
Gene_1978,chr2,1098384,1099961
Gene_1979,chr2,1100406,1101299
Gene_1980,chr2,1103092,1104607
Gene_1981,chr2,1104810,1105994
Gene_1982,chr2,1106646,1107968
Gene_1983,chr2,1109615,1112775
Gene_1984,chr2,1116373,1118237
Gene_1985,chr2,1119415,1120726
Gene_1986,chr2,1121707,1125413
Gene_1987,chr2,1125617,1126097
Gene_1988,chr2,1127473,1127856
Gene_1989,chr2,1128774,1129298
Gene_1990,chr2,1130440,1132924
Gene_1991,chr2,1133962,1136103
Gene_1992,chr2,1137508,1138983
Gene_1993,chr2,1139488,1140493
Gene_1994,chr2,1146652,1155453
Gene_1995,chr2,1156348,1156788
Gene_1996,chr2,1157025,1157891
Gene_1997,chr2,1158273,1159408
Gene_1998,chr2,1160111,1161803
Gene_1999,chr2,1164467,1165130
Gene_2000,chr2,1166391,1169679
Gene_2001,chr2,1170535,1172495
Gene_2002,chr2,1172923,1174286
Gene_2003,chr2,1174997,1176706
Gene_2004,chr2,1188119,1191656
Gene_2005,chr2,1213491,1217925
Gene_2006,chr2,1218318,1219562
Gene_2007,chr2,1220081,1221448
Gene_2008,chr2,1221867,1222976
Gene_2009,chr2,1225201,1226343
Gene_2010,chr2,1231655,1232969
Gene_2011,chr2,1233818,1236549
Gene_2012,chr2,1237182,1239031
Gene_2013,chr2,1240034,1242109
Gene_2014,chr2,1243303,1246639
Gene_2015,chr2,1251903,1253972
Gene_2016,chr2,1254604,1255536
Gene_2017,chr2,1255931,1258096
Gene_2018,chr2,1258488,1261660
Gene_2019,chr2,1261897,1264667
Gene_2020,chr2,1265328,1265886
Gene_2021,chr2,1266558,1268578
Gene_2022,chr2,1269263,1272052
Gene_2023,chr2,1272156,1273011
Gene_2024,chr2,1273360,1274835
Gene_2025,chr2,1275811,1276611
Gene_2026,chr2,1276777,1277566
Gene_2027,chr2,1282404,1284424
Gene_2028,chr2,1284848,1285682
Gene_2029,chr2,1295876,1298212
Gene_2030,chr2,1298673,1300973
Gene_2031,chr2,1305014,1306260
Gene_2032,chr2,1306785,1307579
Gene_2033,chr2,1308042,1308770
Gene_2034,chr2,1309123,1309591
Gene_2035,chr2,1310644,1312539
Gene_2036,chr2,1313688,1314117
Gene_2037,chr2,1314280,1314816
Gene_2038,chr2,1315598,1316734
Gene_2039,chr2,1317363,1319168
Gene_2040,chr2,1320009,1322101
Gene_2041,chr2,1326643,1328097
Gene_2042,chr2,1329214,1330225
Gene_2043,chr2,1331138,1333265
Gene_2044,chr2,1333926,1335713
Gene_2045,chr2,1336153,1337446
Gene_2046,chr2,1337709,1338815
Gene_2047,chr2,1340963,1343621
Gene_2048,chr2,1344089,1345988
Gene_2049,chr2,1348138,1349496
Gene_2050,chr2,1350231,1352045
Gene_2051,chr2,1352144,1352771
Gene_2052,chr2,1353490,1355647
Gene_2053,chr2,1355929,1356840
Gene_2054,chr2,1356977,1360435
Gene_2055,chr2,1361400,1363813
Gene_2056,chr2,1364367,1365558
Gene_2057,chr2,1367381,1367807
Gene_2058,chr2,1368473,1369894
Gene_2059,chr2,1372468,1374318
Gene_2060,chr2,1424554,1426132
Gene_2061,chr2,1427181,1427809
Gene_2062,chr2,1428442,1430004
Gene_2063,chr2,1433444,1434173
Gene_2064,chr2,1435127,1435787
Gene_2065,chr2,1436512,1437302
Gene_2066,chr2,1438422,1439904
Gene_2067,chr2,1440815,1442272
Gene_2068,chr2,1442889,1444817
Gene_2069,chr2,1445079,1445844
Gene_2070,chr2,1447931,1448461
Gene_2071,chr2,1449364,1449886
Gene_2072,chr2,1451187,1455000
Gene_2073,chr2,1455352,1456644
Gene_2074,chr2,1457054,1460203
Gene_2075,chr2,1462623,1464696
Gene_2076,chr2,1465535,1469166
Gene_2077,chr2,1469856,1470233
Gene_2078,chr2,1485205,1486695
Gene_2079,chr2,1487258,1488673
Gene_2080,chr2,1489331,1491403
Gene_2081,chr2,1493687,1499047
Gene_2082,chr2,1500123,1501801
Gene_2083,chr2,1502331,1502999
Gene_2084,chr2,1504258,1504949
Gene_2085,chr2,1505789,1507540
Gene_2086,chr2,1508697,1509732
Gene_2087,chr2,1512139,1513347
Gene_2088,chr2,1513731,1514850
Gene_2089,chr2,1516268,1517579
Gene_2090,chr2,1519053,1521708
Gene_2091,chr2,1524828,1526410
Gene_2092,chr2,1527735,1528384
Gene_2093,chr2,1529350,1533538
Gene_2094,chr2,1534049,1534380
Gene_2095,chr2,1535115,1536050
Gene_2096,chr2,1536268,1537828
Gene_2097,chr2,1539893,1541754
Gene_2098,chr2,1542900,1543641
Gene_2099,chr2,1544291,1544940
Gene_2100,chr2,1545830,1547097
Gene_2101,chr2,1547767,1548762
Gene_2102,chr2,1550160,1553812
Gene_2103,chr2,1554868,1556595
Gene_2104,chr2,1568961,1570214
Gene_2105,chr2,1572867,1575053
Gene_2106,chr2,1576518,1581636
Gene_2107,chr2,1584371,1588067
Gene_2108,chr2,1588663,1589768
Gene_2109,chr2,1591343,1593234
Gene_2110,chr2,1593416,1593887
Gene_2111,chr2,1594523,1595529
Gene_2112,chr2,1596304,1597541
Gene_2113,chr2,1600419,1602231
Gene_2114,chr2,1607424,1608819
Gene_2115,chr2,1618785,1619557
Gene_2116,chr2,1620700,1621650
Gene_2117,chr2,1623371,1624759
Gene_2118,chr2,1625673,1626611
Gene_2119,chr2,1627312,1628847
Gene_2120,chr2,1630848,1632281
Gene_2121,chr2,1633299,1634099
Gene_2122,chr2,1634468,1636133
Gene_2123,chr2,1636549,1639172
Gene_2124,chr2,1639955,1641445
Gene_2125,chr2,1643498,1647836
Gene_2126,chr2,1648856,1650762
Gene_2127,chr2,1653330,1657068
Gene_2128,chr2,1658116,1658868
Gene_2129,chr2,1659683,1660776
Gene_2130,chr2,1661400,1664914
Gene_2131,chr2,1666392,1666834
Gene_2132,chr2,1667892,1668829
Gene_2133,chr2,1669645,1671279
Gene_2134,chr2,1743859,1744837
Gene_2135,chr2,1746483,1747727
Gene_2136,chr2,1749116,1750346
Gene_2137,chr2,1751816,1754590
Gene_2138,chr2,1757819,1758670
Gene_2139,chr2,1761226,1762707
Gene_2140,chr2,1763727,1764937
Gene_2141,chr2,1765425,1767880
Gene_2142,chr2,1768847,1770955
Gene_2143,chr2,1771808,1773595
Gene_2144,chr2,1774924,1777118
Gene_2145,chr2,1778943,1781560
Gene_2146,chr2,1781910,1782295
Gene_2147,chr2,1783929,1784636
Gene_2148,chr2,1785309,1787855
Gene_2149,chr2,1789464,1792031
Gene_2150,chr2,1794962,1796523
Gene_2151,chr2,1802659,1808077
Gene_2152,chr2,1809076,1810554
Gene_2153,chr2,1810891,1812175
Gene_2154,chr2,1812682,1814388
Gene_2155,chr2,1814654,1815760
Gene_2156,chr2,1815962,1818171
Gene_2157,chr2,1819394,1822880
Gene_2158,chr2,1825113,1826607
Gene_2159,chr2,1827325,1827648
Gene_2160,chr2,1828625,1829752
Gene_2161,chr2,1830215,1832962
Gene_2162,chr2,1834046,1834751
Gene_2163,chr2,1835102,1835921
Gene_2164,chr2,1836683,1839788
Gene_2165,chr2,1840299,1842083
Gene_2166,chr2,1842389,1843774
Gene_2167,chr2,1844336,1845591
Gene_2168,chr2,1846115,1849708
Gene_2169,chr2,1850257,1850728
Gene_2170,chr2,1851151,1852496
Gene_2171,chr2,1854867,1858343
Gene_2172,chr2,1859023,1859914
Gene_2173,chr2,1861294,1863787
Gene_2174,chr2,1867081,1867491
Gene_2175,chr2,1867828,1870846
Gene_2176,chr2,1872135,1872645
Gene_2177,chr2,1873601,1874815
Gene_2178,chr2,1877609,1879783
Gene_2179,chr2,1886927,1887694
Gene_2180,chr2,1888759,1890360
Gene_2181,chr2,1891131,1892292
Gene_2182,chr2,1895299,1898130
Gene_2183,chr2,1899311,1902200
Gene_2184,chr2,1905870,1907192
Gene_2185,chr2,1908477,1909867
Gene_2186,chr2,1911044,1911434
Gene_2187,chr2,1916821,1918242
Gene_2188,chr2,1918992,1919957
Gene_2189,chr2,1922256,1922753
Gene_2190,chr2,1923310,1923732
Gene_2191,chr2,1924374,1927980
Gene_2192,chr2,1929255,1934091
Gene_2193,chr2,1934620,1935336
Gene_2194,chr2,1935703,1937844
Gene_2195,chr2,1938114,1940082
Gene_2196,chr2,1941354,1942919
Gene_2197,chr2,1943529,1945474
Gene_2198,chr2,1946130,1947629
Gene_2199,chr2,1947934,1948842
Gene_2200,chr2,1949726,1950999
Gene_2201,chr2,1951565,1954223
Gene_2202,chr2,1954853,1958473
Gene_2203,chr2,1960870,1961995
Gene_2204,chr2,1962721,1963146
Gene_2205,chr2,1963466,1965802
Gene_2206,chr2,1967464,1969760
Gene_2207,chr2,1970450,1973151
Gene_2208,chr2,1973709,1974482
Gene_2209,chr2,1975015,1976892
Gene_2210,chr2,1977275,1980175
Gene_2211,chr2,1981902,1985502
Gene_2212,chr2,1985762,1986270
Gene_2213,chr2,1986419,1986803
Gene_2214,chr2,1987312,1989681
Gene_2215,chr2,1995445,1997145
Gene_2216,chr2,1998711,2003263
Gene_2217,chr2,2006372,2007428
Gene_2218,chr2,2008598,2010307
Gene_2219,chr2,2011779,2012620
Gene_2220,chr2,2013028,2014254
Gene_2221,chr2,2015175,2016933
Gene_2222,chr2,2017156,2017461
Gene_2223,chr2,2021647,2022612
Gene_2224,chr2,2023130,2026703
Gene_2225,chr2,2028798,2029068
Gene_2226,chr2,2030502,2031789
Gene_2227,chr2,2032334,2032999
Gene_2228,chr2,2038003,2039366
Gene_2229,chr2,2046641,2048607
Gene_2230,chr2,2049595,2051823
Gene_2231,chr2,2052372,2054840
Gene_2232,chr2,2056362,2058427
Gene_2233,chr2,2059903,2062087
Gene_2234,chr2,2062965,2064891
Gene_2235,chr2,2066520,2067329
Gene_2236,chr2,2068282,2073122
Gene_2237,chr2,2075923,2078276
Gene_2238,chr2,2079413,2080864
Gene_2239,chr2,2081570,2084107
Gene_2240,chr2,2084985,2086514
Gene_2241,chr2,2087212,2088748
Gene_2242,chr2,2089339,2093698
Gene_2243,chr2,2094507,2095884
Gene_2244,chr2,2096717,2097303
Gene_2245,chr2,2097640,2098283
Gene_2246,chr2,2098734,2100223
Gene_2247,chr2,2100907,2105388
Gene_2248,chr2,2105759,2106557
Gene_2249,chr2,2107166,2108170
Gene_2250,chr2,2109470,2111480
Gene_2251,chr2,2111535,2113506
Gene_2252,chr2,2113561,2115003
Gene_2253,chr2,2115539,2117697
Gene_2254,chr2,2118585,2119550
Gene_2255,chr2,2120251,2122491
Gene_2256,chr2,2122841,2130105
Gene_2257,chr2,2130471,2131403
Gene_2258,chr2,2144859,2146259
Gene_2259,chr2,2146533,2148012
Gene_2260,chr2,2148583,2150586
Gene_2261,chr2,2150864,2153006
Gene_2262,chr2,2153475,2157132
Gene_2263,chr2,2158461,2160230
Gene_2264,chr2,2160596,2162233
Gene_2265,chr2,2162746,2164948
Gene_2266,chr2,2165449,2167517
Gene_2267,chr2,2171400,2172839
Gene_2268,chr2,2178188,2180042
Gene_2269,chr2,2180165,2180594
Gene_2270,chr2,2184147,2185782
Gene_2271,chr2,2186190,2189180
Gene_2272,chr2,2192575,2194804
Gene_2273,chr2,2196278,2199651
Gene_2274,chr2,2199994,2202532
Gene_2275,chr2,2203480,2204718
Gene_2276,chr2,2206642,2208516
Gene_2277,chr2,2211784,2213325
Gene_2278,chr2,2214116,2221658
Gene_2279,chr2,2223990,2227407
Gene_2280,chr2,2229102,2229734
Gene_2281,chr2,2230944,2232137
Gene_2282,chr2,2232395,2235328
Gene_2283,chr2,2235922,2238079
Gene_2284,chr2,2239207,2246259
Gene_2285,chr2,2248039,2249000
Gene_2286,chr2,2250069,2250505
Gene_2287,chr2,2252115,2253014
Gene_2288,chr2,2255840,2259402
Gene_2289,chr2,2259631,2262804
Gene_2290,chr2,2266931,2267619
Gene_2291,chr2,2268691,2271376
Gene_2292,chr2,2276741,2277126
Gene_2293,chr2,2280143,2281179
Gene_2294,chr2,2281419,2282755
Gene_2295,chr2,2283303,2284852
Gene_2296,chr2,2285576,2286161
Gene_2297,chr2,2286769,2288617
Gene_2298,chr2,2289266,2290342
Gene_2299,chr2,2290771,2292670
Gene_2300,chr2,2296173,2298692
Gene_2301,chr2,2300306,2301570
Gene_2302,chr2,2301969,2302767
Gene_2303,chr2,2303230,2303629
Gene_2304,chr2,2303922,2304390
Gene_2305,chr2,2304785,2305858
Gene_2306,chr2,2306137,2306781
Gene_2307,chr2,2310137,2311796
Gene_2308,chr2,2312073,2312900
Gene_2309,chr2,2312991,2313409
Gene_2310,chr2,2314732,2315193
Gene_2311,chr2,2315963,2316381
Gene_2312,chr2,2317431,2318435
Gene_2313,chr2,2319139,2323647
Gene_2314,chr2,2333210,2333913
Gene_2315,chr2,2334732,2335522
Gene_2316,chr2,2336101,2337174
Gene_2317,chr2,2337618,2338140
Gene_2318,chr2,2339033,2339483
Gene_2319,chr2,2340537,2341937
Gene_2320,chr2,2342611,2343174
Gene_2321,chr2,2343930,2345594
Gene_2322,chr2,2345886,2348949
Gene_2323,chr2,2349454,2350015
Gene_2324,chr2,2350520,2351353
Gene_2325,chr2,2352104,2357478
Gene_2326,chr2,2359513,2361074
Gene_2327,chr2,2362661,2363845
Gene_2328,chr2,2364995,2366359
Gene_2329,chr2,2366670,2367157
Gene_2330,chr2,2368075,2369753
Gene_2331,chr2,2370506,2383114
Gene_2332,chr2,2383968,2384375
Gene_2333,chr2,2385467,2386449
Gene_2334,chr2,2387476,2390127
Gene_2335,chr2,2391958,2392424
Gene_2336,chr2,2392806,2394845
Gene_2337,chr2,2395620,2396538
Gene_2338,chr2,2397419,2400682
Gene_2339,chr2,2401512,2408781
Gene_2340,chr2,2409231,2416940
Gene_2341,chr2,2417552,2418732
Gene_2342,chr2,2421708,2422536
Gene_2343,chr2,2423363,2423657
Gene_2344,chr2,2423839,2426393
Gene_2345,chr2,2426891,2428148
Gene_2346,chr2,2428341,2429161
Gene_2347,chr2,2429725,2430961
Gene_2348,chr2,2431339,2433687
Gene_2349,chr2,2433962,2435092
Gene_2350,chr2,2435636,2437434
Gene_2351,chr2,2440819,2442863
Gene_2352,chr2,2444485,2445426
Gene_2353,chr2,2449229,2451333
Gene_2354,chr2,2455827,2460322
Gene_2355,chr2,2460541,2460964
Gene_2356,chr2,2462151,2463704
Gene_2357,chr2,2464536,2468801
Gene_2358,chr2,2470322,2473029
Gene_2359,chr2,2474241,2479083
Gene_2360,chr2,2479404,2481485
Gene_2361,chr2,2481685,2482798
Gene_2362,chr2,2484374,2485297
Gene_2363,chr2,2485731,2486349
Gene_2364,chr2,2616987,2618514
Gene_2365,chr2,2619912,2620967
Gene_2366,chr2,2621200,2621931
Gene_2367,chr2,2622244,2623416
Gene_2368,chr2,2623767,2624413
Gene_2369,chr2,2624804,2626360
Gene_2370,chr2,2626921,2629144
Gene_2371,chr2,2630052,2630447
Gene_2372,chr2,2632493,2633746
Gene_2373,chr2,2634528,2638900
Gene_2374,chr2,2640574,2643264
Gene_2375,chr2,2643610,2644106
Gene_2376,chr2,2644677,2645725
Gene_2377,chr2,2646288,2647046
Gene_2378,chr2,2647460,2650084
Gene_2379,chr2,2650907,2654375
Gene_2380,chr2,2654842,2659236
Gene_2381,chr2,2660655,2665076
Gene_2382,chr2,2665215,2666781
Gene_2383,chr2,2667295,2670260
Gene_2384,chr2,2670864,2672149
Gene_2385,chr2,2672302,2673317
Gene_2386,chr2,2673637,2674824
Gene_2387,chr2,2675110,2676432
Gene_2388,chr2,2676633,2678504
Gene_2389,chr2,2678871,2679328
Gene_2390,chr2,2680178,2681888
Gene_2391,chr2,2681984,2684604
Gene_2392,chr2,2685058,2689973
Gene_2393,chr2,2690820,2691442
Gene_2394,chr2,2691746,2694581
Gene_2395,chr2,2698377,2700210
Gene_2396,chr2,2700954,2703785
Gene_2397,chr2,2704691,2705686
Gene_2398,chr2,2706409,2707013
Gene_2399,chr2,2707182,2707975
Gene_2400,chr2,2708967,2709866
Gene_2401,chr2,2710694,2711272
Gene_2402,chr2,2711500,2712079
Gene_2403,chr2,2713232,2713897
Gene_2404,chr2,2715590,2717073
Gene_2405,chr2,2720793,2722771
Gene_2406,chr2,2723086,2723534
Gene_2407,chr2,2723728,2724137
Gene_2408,chr2,2726111,2726825
Gene_2409,chr2,2727955,2729731
Gene_2410,chr2,2730362,2732584
Gene_2411,chr2,2733377,2735949
Gene_2412,chr2,2736088,2737743
Gene_2413,chr2,2738820,2741206
Gene_2414,chr2,2741671,2743178
Gene_2415,chr2,2743615,2745159
Gene_2416,chr2,2745521,2747203
Gene_2417,chr2,2749012,2750697
Gene_2418,chr2,2779818,2782692
Gene_2419,chr2,2785678,2787360
Gene_2420,chr2,2788031,2789211
Gene_2421,chr2,2789587,2790962
Gene_2422,chr2,2791524,2792020
Gene_2423,chr2,2793070,2794745
Gene_2424,chr2,2795160,2797171
Gene_2425,chr2,2799738,2801063
Gene_2426,chr2,2801444,2803705
Gene_2427,chr2,2803879,2804466
Gene_2428,chr2,2805908,2811318
Gene_2429,chr2,2812292,2813409
Gene_2430,chr2,2814127,2817105
Gene_2431,chr2,2817289,2818669
Gene_2432,chr2,2819754,2820918
Gene_2433,chr2,2822215,2823576
